Country,Continent,Year,Import (US$ Billion)
Norway,Europe,2019,102.681265
Nepal,Asia,2019,0.97278583
Nauru,Oceania,2019,0.0354817
New Zealand,Oceania,2019,42.03856667
Oman,Asia,2019,42.45785839
Pakistan,Asia,2019,25.26395859
Panama,North America,2019,5.59392854
Peru,South America,2019,49.48172947
Philippines,Asia,2019,94.37172513
Palau,Oceania,2019,0.02416357
Papua New Guinea,Oceania,2019,11.7801796
Poland,Europe,2019,240.4279643
North Korea,Asia,2019,0.36286594
Portugal,Europe,2019,65.60485534
Paraguay,South America,2019,7.98764271
Palestine,Asia,2019,0.1432341
Qatar,Asia,2019,73.60846605
Romania,Europe,2019,78.33791558
Russia,Asia,2019,412.7219658
Rwanda,Africa,2019,0.79715676
Saudi Arabia,Asia,2019,249.8744231
Senegal,Africa,2019,4.12979095
Serbia,Europe,2019,20.01418408
Singapore,Asia,2019,255.4702239
Solomon Islands,Oceania,2019,0.70027695
Sierra Leone,Africa,2019,0.7269309
El Salvador,North America,2019,5.83142666
San Marino,Europe,2019,0.15679092
Somalia,Africa,2019,0.59971438
South Sudan,Africa,2019,1.73971872
Sao Tome and Principe,Africa,2019,0.0237753
Sudan,Africa,2019,4.12548202
Suriname,South America,2019,2.82031889
Slovakia,Europe,2019,89.04259434
Slovenia,Europe,2019,35.07582685
Sweden,Europe,2019,152.9994266
Eswatini,Africa,2019,3.52812815
Seychelles,Africa,2019,0.69052597
Syria,Asia,2019,0.74407788
Chad,Africa,2019,1.33236857
Togo,Africa,2019,2.39581852
Thailand,Asia,2019,274.4555841
Tajikistan,Asia,2019,0.97343233
Turkmenistan,Asia,2019,12.22225676
Timor-Leste,Asia,2019,0.12233496
Tonga,Oceania,2019,0.01620694
Trinidad and Tobago,North America,2019,11.2221726
Tunisia,Africa,2019,16.1427109
Turkey,Asia,2019,172.1130034
Tuvalu,Oceania,2019,0.01916263
Tanzania,Africa,2019,4.9705089
Uganda,Africa,2019,3.20557556
Ukraine,Europe,2019,55.3831106
Uruguay,South America,2019,10.02280579
United States,North America,2019,1584.39179
Uzbekistan,Asia,2019,13.00458351
Holy See,Europe,2019,0.00677569
St. Vincent and the Grenadines,North America,2019,0.17616559
Venezuela,South America,2019,16.89513191
Vietnam,Asia,2019,325.2259024
Vanuatu,Oceania,2019,0.17048043
Samoa,Oceania,2019,0.03931556
Yemen,Asia,2019,1.62615748
South Africa,Africa,2019,120.6087956
DR Congo,Africa,2019,8.33646001
Zambia,Africa,2019,8.1588967
Zimbabwe,Africa,2019,3.14084796
Afghanistan,Asia,2020,1.81695216
Angola,Africa,2020,24.00971906
Albania,Europe,2020,2.47069194
Andorra,Europe,2020,0.09977941
United Arab Emirates,Asia,2020,167.593626
Argentina,South America,2020,59.44425197
Armenia,Europe,2020,2.75552673
Antigua and Barbuda,North America,2020,0.20874515
Australia,Oceania,2020,265.1726499
Austria,Europe,2020,157.9962461
Azerbaijan,Europe,2020,11.94967502
Burundi,Africa,2020,0.1644683
Belgium,Europe,2020,329.4313511
Benin,Africa,2020,1.11321883
Bangladesh,Asia,2020,41.49264297
Bulgaria,Europe,2020,31.14862082
Bahrain,Asia,2020,11.3198088
Bahamas,North America,2020,1.31489557
Bosnia and Herzegovina,Europe,2020,6.25012981
Belarus,Europe,2020,25.10331472
Belize,North America,2020,0.42271941
Bolivia,South America,2020,7.30577132
Brazil,South America,2020,235.7992883
Barbados,North America,2020,0.26736098
Brunei,Asia,2020,7.3589797
Bhutan,Asia,2020,0.20331893
Botswana,Africa,2020,4.07110449
Central African Republic,Africa,2020,0.13838827
Canada,North America,2020,396.54541
Switzerland,Europe,2020,317.0670682
Chile,South America,2020,76.47722832
China,Asia,2020,2691.026164
Ivory Coast,Africa,2020,11.13521677
Cameroon,Africa,2020,4.31187835
Republic of the Congo,Africa,2020,7.26781609
Colombia,South America,2020,34.71936709
Comoros,Africa,2020,0.06304869
Cape Verde,Africa,2020,0.09711866
Costa Rica,North America,2020,16.39945528
Cuba,North America,2020,1.71006302
Cyprus,Europe,2020,3.07716264
Czechia,Europe,2020,164.3113517
Germany,Europe,2020,1291.639475
Djibouti,Africa,2020,0.2513091
Dominica,North America,2020,0.04238525
Denmark,Europe,2020,99.44499271
Dominican Rep.,North America,2020,10.03586178
Algeria,Africa,2020,21.98750082
Ecuador,South America,2020,22.31484534
Egypt,Africa,2020,29.11746537
Eritrea,Africa,2020,0.64798127
Spain,Europe,2020,293.1378303
Estonia,Europe,2020,14.43915976
Ethiopia,Africa,2020,2.96941822
Finland,Europe,2020,67.78361053
Fiji,Oceania,2020,0.6436513
France,Europe,2020,495.0376963
Micronesia,Oceania,2020,0.13105482
Gabon,Africa,2020,5.19163472
United Kingdom,Europe,2020,362.5118539
Georgia,Europe,2020,2.83158794
Ghana,Africa,2020,13.97123913
Guinea,Africa,2020,12.08958297
Gambia,Africa,2020,0.3407426
Guinea-Bissau,Africa,2020,0.16550186
Equatorial Guinea,Africa,2020,3.13641773
Greece,Europe,2020,31.15800192
Grenada,North America,2020,0.03153409
Guatemala,North America,2020,11.31998343
Guyana,South America,2020,2.3626684
Honduras,North America,2020,8.44615116
Croatia,Europe,2020,14.18759003
Haiti,North America,2020,1.04158592
Hungary,Europe,2020,114.5972941
Indonesia,Asia,2020,187.7752046
India,Asia,2020,264.6295357
Ireland,Europe,2020,212.7387591
Iran,Asia,2020,12.637358
Iraq,Asia,2020,64.77589053
Iceland,Europe,2020,4.4059656
Israel,Asia,2020,53.88458692
Italy,Europe,2020,491.0958406
Jamaica,North America,2020,1.04380479
Jordan,Asia,2020,7.80279447
Japan,Asia,2020,721.0696766
Kazakhstan,Asia,2020,40.95196667
Kenya,Africa,2020,6.11070142
Kyrgyzstan,Asia,2020,1.80774067
Cambodia,Asia,2020,25.16656935
Kiribati,Oceania,2020,0.09683538
St. Kitts and Nevis,North America,2020,0.06945282
South Korea,Asia,2020,580.5128529
Kuwait,Asia,2020,44.10234898
Laos,Asia,2020,6.72099671
Lebanon,Asia,2020,3.70585798
Liberia,Africa,2020,1.0947745
Libya,Africa,2020,9.34449185
St. Lucia,North America,2020,1.69775399
Sri Lanka,Asia,2020,10.39614234
Lesotho,Africa,2020,0.96564426
Lithuania,Europe,2020,26.78784113
Luxembourg,Europe,2020,15.48608991
Latvia,Europe,2020,14.13962109
Morocco,Africa,2020,29.43728775
Moldova,Europe,2020,3.07492961
Madagascar,Africa,2020,2.7800268
Maldives,Asia,2020,0.22280525
Mexico,North America,2020,445.3346601
Marshall Islands,Oceania,2020,0.81520528
North Macedonia,Europe,2020,7.54249003
Mali,Africa,2020,5.09969991
Malta,Europe,2020,4.14862246
Myanmar,Asia,2020,19.48763933
Mongolia,Asia,2020,6.2414417
Montenegro,Europe,2020,0.45847865
Mozambique,Africa,2020,4.89296862
Mauritania,Africa,2020,3.32366029
Mauritius,Africa,2020,2.00099559
Malawi,Africa,2020,0.78239085
Malaysia,Asia,2020,328.7321267
Namibia,Africa,2020,4.24524276
Niger,Africa,2020,2.37225509
Nigeria,Africa,2020,38.44533405
Nicaragua,North America,2020,5.87722754
Netherlands,Europe,2020,471.9709296
Norway,Europe,2020,83.33782285
Nepal,Asia,2020,0.90833189
Nauru,Oceania,2020,0.11395797
New Zealand,Oceania,2020,40.0681357
Oman,Asia,2020,34.37585834
Pakistan,Asia,2020,22.61778888
Panama,North America,2020,5.21068045
Peru,South America,2020,46.27805812
Philippines,Asia,2020,87.26310503
Palau,Oceania,2020,0.01541705
Papua New Guinea,Oceania,2020,10.01460951
Poland,Europe,2020,242.0503903
North Korea,Asia,2020,0.16954869
Portugal,Europe,2020,61.08152663
Paraguay,South America,2020,8.55595561
Palestine,Asia,2020,0.18203102
Qatar,Asia,2020,55.86368773
Romania,Europe,2020,70.68137113
Russia,Asia,2020,329.6787823
Rwanda,Africa,2020,0.930732
Saudi Arabia,Asia,2020,173.8684737
Senegal,Africa,2020,2.68625006
Serbia,Europe,2020,19.8988359
Singapore,Asia,2020,243.0480659
Solomon Islands,Oceania,2020,0.54582367
Sierra Leone,Africa,2020,0.57392708
El Salvador,North America,2020,5.05624676
San Marino,Europe,2020,0.16155798
Somalia,Africa,2020,0.47109981
South Sudan,Africa,2020,0.85691206
Sao Tome and Principe,Africa,2020,0.02533429
Sudan,Africa,2020,4.07261451
Suriname,South America,2020,2.37738547
Slovakia,Europe,2020,83.13019574
Slovenia,Europe,2020,33.53153067
Sweden,Europe,2020,145.2567654
Eswatini,Africa,2020,1.88403597
Seychelles,Africa,2020,0.65993321
Syria,Asia,2020,0.92053381
Chad,Africa,2020,1.69599088
Togo,Africa,2020,1.6810172
Thailand,Asia,2020,260.9383204
Tajikistan,Asia,2020,1.38644649
Turkmenistan,Asia,2020,10.24035924
Timor-Leste,Asia,2020,0.10821348
Tonga,Oceania,2020,0.01136131
Trinidad and Tobago,North America,2020,7.60001864
Tunisia,Africa,2020,14.0846294
Turkey,Asia,2020,156.5292405
Tuvalu,Oceania,2020,0.01348876
Tanzania,Africa,2020,6.57851722
Uganda,Africa,2020,3.05071688
Ukraine,Europe,2020,52.49060819
Uruguay,South America,2020,8.71360592
United States,North America,2020,1389.318968
Uzbekistan,Asia,2020,12.01197103
Holy See,Europe,2020,0.01384103
St. Vincent and the Grenadines,North America,2020,0.10453695
Venezuela,South America,2020,4.84977262
Vietnam,Asia,2020,351.527253
Vanuatu,Oceania,2020,0.21092203
Samoa,Oceania,2020,0.04933703
Yemen,Asia,2020,1.63118474
South Africa,Africa,2020,111.6728716
DR Congo,Africa,2020,10.94641164
Zambia,Africa,2020,7.7502421
Zimbabwe,Africa,2020,3.66009948
